Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
92371,64109,Female,Loyal Customer,46,Business travel,Business,2288,5,5,3,5,3,3,4,5,5,5,5,4,5,3,0,0.0,satisfied
86480,129000,Female,Loyal Customer,60,Personal Travel,Business,2611,2,4,2,1,2,1,3,2,1,4,4,3,2,3,0,0.0,neutral or dissatisfied
67408,94938,Female,disloyal Customer,20,Business travel,Eco,189,5,3,5,2,2,5,2,2,4,5,1,4,4,2,1,0.0,satisfied
44138,9471,Male,disloyal Customer,37,Business travel,Business,362,2,1,1,3,4,1,4,4,3,1,4,1,3,4,0,6.0,neutral or dissatisfied
45791,38210,Female,disloyal Customer,20,Business travel,Eco,1237,4,4,4,1,2,4,2,2,2,4,2,2,4,2,45,33.0,satisfied
47623,12340,Male,Loyal Customer,61,Business travel,Eco,201,5,1,1,1,5,5,5,5,3,1,2,4,1,5,0,0.0,satisfied
24688,12691,Female,Loyal Customer,48,Business travel,Eco,689,4,2,2,2,4,2,3,4,4,4,4,1,4,3,27,11.0,satisfied
53540,56179,Male,Loyal Customer,64,Personal Travel,Eco,1400,4,3,3,3,1,3,1,1,1,4,4,2,4,1,25,0.0,neutral or dissatisfied
19031,13718,Female,Loyal Customer,41,Business travel,Eco,401,2,2,5,2,2,2,2,2,1,5,2,4,4,2,6,0.0,satisfied
11556,36208,Female,Loyal Customer,28,Business travel,Business,3202,4,4,4,4,4,4,4,4,4,2,2,3,1,4,0,0.0,satisfied
83960,42689,Female,Loyal Customer,42,Business travel,Eco,627,2,2,2,2,5,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
32031,62887,Male,Loyal Customer,41,Business travel,Business,846,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
26691,9732,Female,Loyal Customer,44,Business travel,Business,926,3,3,3,3,2,4,5,5,5,5,5,4,5,3,8,4.0,satisfied
83278,20268,Female,disloyal Customer,55,Business travel,Eco,228,2,4,2,2,1,2,1,1,5,4,2,1,1,1,12,0.0,neutral or dissatisfied
88279,4932,Female,Loyal Customer,51,Business travel,Business,334,5,5,5,5,5,5,5,4,4,5,4,3,4,5,23,25.0,satisfied
83521,69861,Male,Loyal Customer,28,Personal Travel,Eco,1055,4,5,4,2,1,4,1,1,5,2,4,3,5,1,0,0.0,neutral or dissatisfied
18823,80289,Male,Loyal Customer,28,Business travel,Business,1709,2,2,2,2,4,4,4,4,5,3,5,5,5,4,0,14.0,satisfied
70094,80476,Male,Loyal Customer,54,Personal Travel,Eco,1299,5,4,5,1,5,4,5,5,3,4,4,3,5,5,0,0.0,satisfied
32983,41018,Male,Loyal Customer,16,Business travel,Business,1715,5,5,5,5,5,5,5,5,5,2,4,2,4,5,0,0.0,satisfied
99821,115688,Male,disloyal Customer,33,Business travel,Business,362,4,4,4,3,3,4,3,3,1,3,3,3,3,3,27,22.0,neutral or dissatisfied
102167,36465,Male,Loyal Customer,65,Personal Travel,Eco,867,4,3,4,4,4,4,4,4,2,3,4,3,3,4,102,129.0,neutral or dissatisfied
51270,95806,Female,Loyal Customer,44,Business travel,Business,920,3,3,3,3,5,4,4,5,5,5,5,5,5,3,36,21.0,satisfied
13731,14294,Male,Loyal Customer,44,Business travel,Eco,429,4,1,1,1,3,4,3,3,5,3,2,2,5,3,0,0.0,satisfied
44459,43143,Male,Loyal Customer,39,Personal Travel,Eco Plus,192,3,5,3,3,4,3,4,4,3,2,4,5,5,4,36,40.0,neutral or dissatisfied
46765,117817,Female,Loyal Customer,8,Personal Travel,Eco,328,3,2,3,3,3,3,3,3,3,4,4,4,3,3,0,0.0,neutral or dissatisfied
54684,32421,Female,Loyal Customer,44,Business travel,Business,3874,3,3,3,3,3,4,3,5,5,5,5,5,5,2,0,0.0,satisfied
67844,120421,Female,disloyal Customer,21,Business travel,Business,449,4,2,4,2,2,4,2,2,1,3,3,1,2,2,0,0.0,neutral or dissatisfied
38656,125408,Male,Loyal Customer,23,Business travel,Eco Plus,1440,2,5,5,5,2,3,1,2,1,4,3,4,3,2,0,10.0,neutral or dissatisfied
100662,25742,Female,Loyal Customer,51,Personal Travel,Eco Plus,528,2,5,2,1,4,4,5,1,1,2,1,3,1,4,0,1.0,neutral or dissatisfied
54154,3429,Male,Loyal Customer,41,Personal Travel,Eco,296,2,5,2,3,1,2,1,1,4,4,4,4,5,1,0,0.0,neutral or dissatisfied
40507,121408,Male,Loyal Customer,42,Business travel,Business,331,0,0,0,1,3,5,4,2,2,3,3,3,2,5,0,0.0,satisfied
65646,71155,Male,Loyal Customer,15,Business travel,Business,3925,5,5,5,5,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied
25164,95339,Male,Loyal Customer,39,Personal Travel,Eco,293,3,4,3,3,5,3,5,5,5,5,4,5,5,5,0,10.0,neutral or dissatisfied
32777,51899,Female,disloyal Customer,30,Business travel,Eco,601,1,2,1,4,1,1,1,1,1,5,3,1,3,1,7,5.0,neutral or dissatisfied
83680,91672,Male,Loyal Customer,47,Business travel,Business,1796,1,1,1,1,4,5,5,2,2,2,2,4,2,5,0,2.0,satisfied
51700,7013,Female,Loyal Customer,38,Personal Travel,Eco,196,3,3,3,3,5,3,5,5,2,2,4,2,4,5,0,9.0,neutral or dissatisfied
94718,5438,Male,disloyal Customer,32,Business travel,Business,265,2,2,2,2,2,2,1,2,3,4,5,4,4,2,0,0.0,neutral or dissatisfied
81275,17303,Male,Loyal Customer,61,Business travel,Business,3502,3,3,3,3,2,3,3,5,5,5,5,2,5,1,0,0.0,satisfied
43985,79974,Female,Loyal Customer,22,Business travel,Business,3439,2,4,5,5,2,3,2,2,4,1,4,4,3,2,0,0.0,neutral or dissatisfied
6458,92439,Female,Loyal Customer,52,Business travel,Business,1919,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,1.0,satisfied
103885,122528,Male,Loyal Customer,40,Business travel,Business,500,4,4,4,4,5,4,4,3,3,3,3,5,3,4,47,26.0,satisfied
4505,8742,Male,disloyal Customer,35,Business travel,Business,280,1,1,1,4,2,1,2,2,1,5,4,4,4,2,4,22.0,neutral or dissatisfied
13176,88142,Male,Loyal Customer,45,Business travel,Business,404,1,1,1,1,3,5,5,4,4,5,4,5,4,5,0,8.0,satisfied
102984,71676,Male,Loyal Customer,66,Personal Travel,Eco,1197,2,3,2,1,4,2,3,4,4,4,1,5,3,4,0,0.0,neutral or dissatisfied
35050,52516,Female,Loyal Customer,43,Business travel,Business,3164,2,2,2,2,4,4,5,4,4,4,5,1,4,3,0,0.0,satisfied
101377,51320,Male,Loyal Customer,36,Business travel,Eco Plus,77,1,4,4,4,1,1,1,1,3,2,3,3,4,1,38,27.0,neutral or dissatisfied
99433,97321,Female,disloyal Customer,24,Business travel,Eco,347,1,1,0,3,5,0,5,5,2,2,3,2,4,5,34,34.0,neutral or dissatisfied
97284,50507,Male,Loyal Customer,8,Personal Travel,Eco,109,4,1,4,4,2,4,2,2,4,5,3,1,3,2,9,5.0,neutral or dissatisfied
20874,3250,Male,Loyal Customer,41,Business travel,Business,425,2,2,2,2,5,5,5,5,5,5,5,4,5,4,4,12.0,satisfied
88451,55269,Female,Loyal Customer,23,Personal Travel,Eco,2007,2,4,2,1,2,2,2,3,4,4,5,2,4,2,172,143.0,neutral or dissatisfied
41722,58872,Female,Loyal Customer,45,Business travel,Business,2542,2,2,2,2,3,4,5,5,5,5,5,4,5,4,10,0.0,satisfied
81232,87691,Female,Loyal Customer,39,Personal Travel,Eco,606,3,5,3,3,5,3,5,5,5,5,3,5,1,5,107,90.0,neutral or dissatisfied
13826,106663,Female,Loyal Customer,23,Personal Travel,Eco,1590,3,4,3,3,1,3,1,1,5,2,3,5,5,1,3,13.0,neutral or dissatisfied
90436,95135,Male,Loyal Customer,29,Personal Travel,Eco,148,3,4,3,3,1,3,1,1,3,5,5,5,4,1,4,0.0,neutral or dissatisfied
15516,60173,Male,Loyal Customer,56,Personal Travel,Eco,1120,2,5,1,5,1,5,1,5,5,5,5,1,4,1,192,166.0,neutral or dissatisfied
99301,43070,Male,Loyal Customer,26,Personal Travel,Eco,236,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0.0,neutral or dissatisfied
97657,78014,Male,Loyal Customer,37,Business travel,Business,1636,4,2,3,2,5,4,3,1,1,1,4,4,1,4,0,0.0,neutral or dissatisfied
15815,93400,Female,Loyal Customer,30,Business travel,Business,672,2,2,2,2,4,4,4,4,5,2,5,3,4,4,31,23.0,satisfied
60071,1451,Female,disloyal Customer,47,Business travel,Business,772,3,3,3,1,2,3,2,2,5,4,5,4,4,2,0,0.0,neutral or dissatisfied
27397,87524,Female,Loyal Customer,57,Personal Travel,Eco,373,3,5,3,2,2,2,5,4,4,3,3,1,4,3,0,0.0,neutral or dissatisfied
69397,27767,Male,disloyal Customer,46,Business travel,Eco,1485,3,3,3,5,5,3,5,5,1,2,1,5,3,5,0,6.0,neutral or dissatisfied
58138,13123,Male,Loyal Customer,48,Business travel,Business,562,1,0,0,3,3,3,4,5,5,0,5,4,5,3,5,15.0,neutral or dissatisfied
65124,13220,Male,Loyal Customer,43,Business travel,Business,657,4,4,4,4,1,2,5,4,4,4,4,2,4,5,0,0.0,satisfied
51737,87089,Male,disloyal Customer,24,Business travel,Eco,194,5,0,5,2,5,5,5,5,3,1,3,1,5,5,0,0.0,satisfied
15273,41859,Female,Loyal Customer,23,Business travel,Eco,483,3,1,1,1,3,3,1,3,1,2,3,4,3,3,0,0.0,neutral or dissatisfied
52224,110487,Female,Loyal Customer,46,Personal Travel,Eco,883,2,3,2,4,2,3,4,4,4,2,4,4,4,5,0,9.0,neutral or dissatisfied
69640,7831,Male,Loyal Customer,22,Personal Travel,Eco,710,4,4,4,2,2,4,2,2,1,3,5,4,3,2,0,0.0,satisfied
29294,76624,Female,disloyal Customer,25,Business travel,Eco,481,3,3,3,4,1,3,3,1,1,3,3,2,2,1,71,62.0,neutral or dissatisfied
65335,108445,Male,Loyal Customer,55,Business travel,Business,1444,3,3,3,3,2,4,3,3,3,3,3,1,3,1,1,9.0,neutral or dissatisfied
68972,92225,Female,Loyal Customer,20,Personal Travel,Eco,2079,3,0,3,3,2,3,2,2,4,5,5,5,5,2,9,0.0,neutral or dissatisfied
46093,64439,Female,Loyal Customer,46,Business travel,Business,2372,5,5,5,5,5,5,4,4,4,4,4,3,4,3,3,14.0,satisfied
89324,68951,Male,Loyal Customer,16,Personal Travel,Eco Plus,646,2,4,2,4,2,2,2,2,5,1,3,3,2,2,0,0.0,neutral or dissatisfied
93900,76042,Female,Loyal Customer,51,Business travel,Business,1835,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,3.0,satisfied
13279,3302,Female,Loyal Customer,51,Business travel,Business,1964,1,4,4,4,4,3,3,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
75742,118044,Male,Loyal Customer,59,Business travel,Business,2104,4,4,4,4,3,4,5,4,4,4,4,3,4,5,4,0.0,satisfied
25007,122455,Male,Loyal Customer,42,Business travel,Business,575,2,2,2,2,5,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
49036,66081,Female,Loyal Customer,59,Personal Travel,Eco,1055,2,4,2,3,4,4,4,2,2,2,2,3,2,5,9,0.0,neutral or dissatisfied
28578,72529,Male,disloyal Customer,26,Business travel,Eco,1017,3,2,2,4,5,2,5,5,2,4,3,2,3,5,0,0.0,neutral or dissatisfied
87773,48946,Female,Loyal Customer,41,Business travel,Eco,156,5,1,1,1,5,5,5,5,5,1,4,5,3,5,0,0.0,satisfied
24761,30871,Male,Loyal Customer,24,Business travel,Eco,1546,4,3,3,3,4,4,5,4,2,4,2,3,1,4,0,0.0,satisfied
67829,71463,Male,Loyal Customer,62,Personal Travel,Eco,867,3,1,3,4,3,3,4,3,4,5,4,3,4,3,73,96.0,neutral or dissatisfied
56110,42033,Female,disloyal Customer,33,Business travel,Eco,106,4,0,3,3,1,3,1,1,4,2,2,3,5,1,0,0.0,neutral or dissatisfied
17385,34104,Male,Loyal Customer,22,Business travel,Business,1189,5,5,5,5,5,5,5,5,3,2,3,5,2,5,3,0.0,satisfied
24151,31750,Male,Loyal Customer,43,Personal Travel,Eco Plus,853,2,5,2,3,2,2,2,2,5,4,4,4,5,2,76,82.0,neutral or dissatisfied
101756,123612,Male,Loyal Customer,54,Business travel,Eco Plus,1773,4,5,1,1,4,4,4,4,2,4,3,2,3,4,5,11.0,neutral or dissatisfied
48998,81479,Male,Loyal Customer,41,Business travel,Business,528,3,1,3,3,4,3,2,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
64600,122441,Male,Loyal Customer,42,Business travel,Business,3363,5,5,1,5,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
5978,65986,Male,Loyal Customer,10,Personal Travel,Eco,1372,4,4,4,3,3,4,1,3,4,4,3,4,4,3,0,0.0,neutral or dissatisfied
26183,44515,Female,Loyal Customer,36,Business travel,Business,2351,0,4,0,4,1,2,1,2,2,2,2,2,2,1,13,2.0,satisfied
54767,119799,Female,Loyal Customer,54,Business travel,Business,936,5,5,5,5,5,4,4,4,4,5,4,5,4,4,0,0.0,satisfied
42225,94394,Female,Loyal Customer,60,Business travel,Business,3182,1,1,1,1,5,4,4,5,5,4,4,4,5,5,13,11.0,satisfied
98535,58487,Male,Loyal Customer,56,Business travel,Business,2932,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
25756,95541,Male,Loyal Customer,36,Personal Travel,Eco Plus,458,1,5,1,1,2,1,5,2,3,5,5,5,4,2,2,5.0,neutral or dissatisfied
34897,72746,Female,Loyal Customer,69,Personal Travel,Business,806,2,1,2,2,4,3,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
92589,87113,Female,Loyal Customer,48,Personal Travel,Eco,594,4,2,4,4,4,3,3,1,1,4,1,2,1,4,0,0.0,neutral or dissatisfied
13038,5163,Male,disloyal Customer,23,Business travel,Business,383,4,0,4,3,5,4,5,5,5,5,4,3,4,5,0,0.0,satisfied
73124,85906,Female,Loyal Customer,39,Business travel,Business,674,3,3,3,3,2,5,5,4,4,4,4,4,4,3,30,19.0,satisfied
62071,46365,Male,disloyal Customer,37,Business travel,Eco,1013,2,1,1,3,3,1,3,3,4,4,3,4,3,3,35,32.0,neutral or dissatisfied
86866,2903,Male,Loyal Customer,39,Personal Travel,Eco,409,2,4,2,4,2,2,2,2,3,2,2,5,4,2,0,0.0,neutral or dissatisfied
39789,93248,Male,Loyal Customer,17,Personal Travel,Eco,689,3,5,3,2,4,3,4,4,5,4,5,5,4,4,17,13.0,neutral or dissatisfied
85497,47605,Female,Loyal Customer,45,Business travel,Business,1334,5,5,5,5,1,5,2,5,5,5,5,5,5,2,0,3.0,satisfied
99977,32024,Male,Loyal Customer,36,Business travel,Business,101,2,2,2,2,1,2,2,4,4,4,3,3,4,1,9,19.0,satisfied
42696,110934,Male,Loyal Customer,65,Personal Travel,Eco,545,3,3,3,4,5,3,5,5,2,5,4,1,3,5,0,0.0,neutral or dissatisfied
66948,120206,Female,disloyal Customer,22,Business travel,Eco,1325,3,3,3,1,4,3,4,4,4,4,4,5,5,4,0,0.0,neutral or dissatisfied
58165,87567,Female,disloyal Customer,25,Business travel,Eco,432,2,3,2,3,1,2,1,1,2,3,4,4,3,1,32,23.0,neutral or dissatisfied
26223,51560,Male,Loyal Customer,54,Business travel,Business,370,4,1,4,4,4,3,3,5,5,4,5,4,5,1,70,58.0,satisfied
28528,22919,Female,Loyal Customer,65,Personal Travel,Eco,630,4,1,5,4,5,3,4,3,3,5,1,3,3,3,0,0.0,neutral or dissatisfied
31324,94179,Female,Loyal Customer,50,Business travel,Business,248,3,3,3,3,4,5,5,5,5,5,5,5,5,3,57,48.0,satisfied
26561,96167,Male,Loyal Customer,55,Business travel,Business,460,3,3,3,3,3,5,5,5,5,5,5,5,5,3,21,21.0,satisfied
74305,58901,Female,Loyal Customer,55,Business travel,Eco,488,4,2,2,2,1,3,4,4,4,4,4,3,4,1,20,41.0,neutral or dissatisfied
69792,119866,Female,Loyal Customer,68,Personal Travel,Eco,936,4,5,4,2,3,4,4,3,3,4,3,4,3,4,0,0.0,neutral or dissatisfied
79023,54907,Female,disloyal Customer,29,Business travel,Business,862,0,0,0,4,3,0,3,3,3,2,5,4,5,3,0,0.0,satisfied
18688,107996,Male,disloyal Customer,55,Business travel,Business,271,5,4,4,2,1,5,1,1,2,1,3,3,5,1,26,4.0,satisfied
38851,98010,Female,Loyal Customer,28,Business travel,Business,3263,3,3,3,3,5,5,5,5,5,3,4,5,4,5,1,0.0,satisfied
52977,111469,Male,Loyal Customer,65,Personal Travel,Eco,836,5,5,4,4,5,4,5,5,3,2,4,5,4,5,8,3.0,satisfied
13473,108487,Male,Loyal Customer,46,Business travel,Eco,570,1,3,3,3,2,1,2,2,3,3,3,2,4,2,0,0.0,neutral or dissatisfied
36921,60745,Female,disloyal Customer,48,Business travel,Business,628,2,2,2,3,4,2,4,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
88139,100399,Female,disloyal Customer,26,Business travel,Business,1092,3,3,3,3,5,3,5,5,3,3,5,4,4,5,0,0.0,neutral or dissatisfied
28625,18255,Female,Loyal Customer,47,Personal Travel,Eco,346,3,5,3,1,5,5,5,3,3,3,3,5,3,5,0,0.0,neutral or dissatisfied
41396,111445,Female,Loyal Customer,31,Business travel,Business,836,4,5,5,5,4,4,4,4,4,5,3,3,3,4,0,0.0,neutral or dissatisfied
25359,110600,Male,Loyal Customer,35,Personal Travel,Eco,488,2,0,3,2,5,3,4,5,5,4,5,5,4,5,21,35.0,neutral or dissatisfied
57880,53322,Female,Loyal Customer,27,Personal Travel,Eco,921,2,4,2,1,3,2,3,3,4,5,5,3,4,3,11,2.0,neutral or dissatisfied
98516,99840,Female,disloyal Customer,27,Business travel,Eco,534,3,2,3,3,2,3,2,2,4,3,3,2,3,2,23,44.0,neutral or dissatisfied
2475,47966,Male,Loyal Customer,16,Personal Travel,Eco,451,1,5,1,1,5,1,4,5,3,2,5,2,1,5,0,0.0,neutral or dissatisfied
29465,30536,Female,Loyal Customer,53,Personal Travel,Eco,683,2,4,2,1,2,5,5,4,4,2,4,3,4,5,0,9.0,neutral or dissatisfied
3570,32398,Female,disloyal Customer,26,Business travel,Eco,216,1,5,0,1,5,0,5,5,1,5,5,4,1,5,0,0.0,neutral or dissatisfied
21802,120889,Male,Loyal Customer,50,Business travel,Business,2251,4,4,4,4,4,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
41032,90874,Female,Loyal Customer,36,Business travel,Eco,404,1,3,5,3,1,1,1,1,4,1,4,3,3,1,0,10.0,neutral or dissatisfied
45584,89721,Female,Loyal Customer,47,Personal Travel,Eco,1096,4,3,4,3,1,4,1,5,5,4,5,2,5,2,0,0.0,neutral or dissatisfied
33487,11345,Female,Loyal Customer,67,Personal Travel,Eco,667,2,4,2,3,4,5,5,1,1,2,1,4,1,5,3,1.0,neutral or dissatisfied
2182,68804,Female,Loyal Customer,25,Personal Travel,Eco,1021,2,0,3,1,5,3,5,5,4,2,1,5,2,5,6,0.0,neutral or dissatisfied
90359,38558,Male,Loyal Customer,13,Personal Travel,Eco,2586,1,2,1,3,2,1,2,2,4,1,4,3,3,2,0,0.0,neutral or dissatisfied
31104,117527,Male,Loyal Customer,47,Personal Travel,Business,347,3,5,3,1,4,4,4,4,4,3,4,3,4,4,15,12.0,neutral or dissatisfied
88488,68507,Female,Loyal Customer,62,Personal Travel,Eco,1303,1,4,2,2,3,5,5,1,1,2,1,5,1,5,0,0.0,neutral or dissatisfied
8547,102994,Male,Loyal Customer,50,Business travel,Business,460,1,1,3,1,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
2777,54336,Female,Loyal Customer,61,Personal Travel,Eco,1597,1,5,1,4,3,5,5,5,5,1,5,4,5,3,0,0.0,neutral or dissatisfied
97748,46070,Female,Loyal Customer,26,Business travel,Business,3344,3,3,3,3,4,4,4,4,5,5,3,4,2,4,0,0.0,satisfied
21516,62568,Male,disloyal Customer,46,Business travel,Business,1846,4,4,4,4,5,4,5,5,5,2,5,4,5,5,3,0.0,neutral or dissatisfied
85652,125693,Male,Loyal Customer,38,Business travel,Business,3790,3,3,5,3,5,4,4,3,3,3,3,2,3,1,25,19.0,neutral or dissatisfied
73481,93532,Male,Loyal Customer,64,Personal Travel,Eco,1218,1,2,1,3,2,1,2,2,3,2,2,2,3,2,0,1.0,neutral or dissatisfied
23443,113245,Female,Loyal Customer,46,Personal Travel,Business,258,1,5,1,2,5,5,3,1,1,1,1,5,1,3,0,0.0,neutral or dissatisfied
34993,113384,Female,Loyal Customer,43,Business travel,Business,223,0,4,0,3,2,4,4,5,5,5,5,3,5,4,0,22.0,satisfied
60747,124732,Male,Loyal Customer,25,Personal Travel,Eco,399,3,3,3,3,1,3,1,1,1,3,3,1,3,1,13,13.0,neutral or dissatisfied
29211,78194,Male,Loyal Customer,42,Business travel,Eco,259,1,1,3,1,1,1,1,1,4,5,2,3,2,1,0,0.0,neutral or dissatisfied
26044,72456,Female,Loyal Customer,41,Business travel,Business,3336,3,3,3,3,2,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
43049,12188,Female,Loyal Customer,20,Personal Travel,Eco,1075,3,4,2,3,5,2,5,5,4,3,5,3,4,5,0,0.0,neutral or dissatisfied
99242,56735,Male,Loyal Customer,23,Personal Travel,Eco,1085,4,5,4,2,2,4,2,2,4,3,4,3,5,2,46,50.0,neutral or dissatisfied
78088,65353,Female,disloyal Customer,50,Business travel,Eco,631,3,4,4,3,5,4,1,5,3,4,4,4,3,5,10,0.0,neutral or dissatisfied
69174,1696,Female,Loyal Customer,55,Business travel,Business,1730,1,1,1,1,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
26758,98625,Female,Loyal Customer,49,Business travel,Business,834,2,1,1,1,2,3,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
69465,116369,Male,Loyal Customer,38,Personal Travel,Eco,342,4,3,4,2,2,4,2,2,2,1,3,3,3,2,0,0.0,neutral or dissatisfied
61031,33978,Female,Loyal Customer,60,Business travel,Eco,1576,5,3,3,3,2,4,2,5,5,5,5,2,5,2,0,0.0,satisfied
38908,42624,Female,Loyal Customer,49,Business travel,Business,3108,3,3,3,3,5,3,3,4,4,4,4,5,4,3,0,0.0,satisfied
17643,61633,Male,Loyal Customer,34,Business travel,Business,1346,4,4,4,4,3,5,5,5,5,4,5,4,5,5,4,0.0,satisfied
60534,122003,Male,disloyal Customer,21,Business travel,Eco,130,2,4,2,4,3,2,3,3,3,4,5,5,5,3,15,18.0,neutral or dissatisfied
100783,103180,Female,Loyal Customer,17,Personal Travel,Eco,491,1,3,1,3,1,1,1,1,4,2,4,5,5,1,0,0.0,neutral or dissatisfied
103304,95727,Female,Loyal Customer,42,Business travel,Business,181,0,4,1,1,4,5,5,3,3,3,3,4,3,4,7,0.0,satisfied
83851,950,Male,disloyal Customer,36,Business travel,Business,354,2,2,2,1,1,2,1,1,3,1,2,1,1,1,0,0.0,neutral or dissatisfied
79321,57631,Female,disloyal Customer,48,Business travel,Business,200,4,4,4,2,4,4,3,4,3,3,4,5,4,4,3,2.0,satisfied
33743,83812,Female,Loyal Customer,45,Business travel,Business,3449,4,2,4,4,5,4,5,5,5,5,5,3,5,4,9,9.0,satisfied
59823,83607,Female,Loyal Customer,40,Business travel,Business,2089,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
2136,27310,Male,disloyal Customer,39,Business travel,Eco,671,4,4,4,4,1,4,1,1,2,1,4,1,5,1,0,0.0,neutral or dissatisfied
19289,31836,Female,Loyal Customer,28,Personal Travel,Eco,2762,3,1,3,4,3,1,1,2,2,3,4,1,3,1,0,3.0,neutral or dissatisfied
48870,40338,Male,Loyal Customer,61,Personal Travel,Eco Plus,402,4,5,5,5,3,5,4,3,3,3,4,3,4,3,0,0.0,satisfied
73345,104128,Female,disloyal Customer,28,Business travel,Business,393,3,4,4,2,3,4,3,3,5,2,5,5,4,3,17,0.0,neutral or dissatisfied
14359,42199,Male,disloyal Customer,35,Business travel,Eco,315,2,0,3,3,2,3,4,2,1,4,2,1,3,2,0,0.0,neutral or dissatisfied
79122,119527,Female,Loyal Customer,11,Personal Travel,Eco,814,1,3,1,3,2,1,2,2,2,1,4,4,3,2,0,0.0,neutral or dissatisfied
63407,70222,Female,Loyal Customer,47,Business travel,Business,2547,2,2,2,2,5,5,4,2,2,2,2,5,2,5,1,0.0,satisfied
58942,48479,Male,Loyal Customer,42,Business travel,Eco,850,5,1,3,3,5,5,5,5,5,2,3,1,4,5,27,35.0,satisfied
23449,109669,Female,Loyal Customer,36,Business travel,Business,1812,1,1,1,1,5,4,5,5,5,5,5,3,5,1,1,0.0,satisfied
77943,107192,Male,Loyal Customer,47,Business travel,Eco,402,2,4,4,4,1,2,1,1,2,1,4,4,4,1,5,10.0,neutral or dissatisfied
66937,16910,Female,Loyal Customer,14,Personal Travel,Eco,746,1,4,1,5,2,1,2,2,4,5,5,4,5,2,116,126.0,neutral or dissatisfied
45224,9886,Female,Loyal Customer,51,Business travel,Business,1521,3,3,3,3,4,5,4,2,2,2,2,4,2,5,0,3.0,satisfied
29559,125410,Male,Loyal Customer,40,Business travel,Business,2741,1,1,1,1,3,4,4,2,2,2,2,3,2,3,0,0.0,satisfied
71266,92193,Male,Loyal Customer,58,Business travel,Business,1979,1,1,3,1,5,4,4,5,5,5,5,4,5,4,12,26.0,satisfied
32818,124674,Female,disloyal Customer,21,Business travel,Eco,399,3,5,3,2,4,3,4,4,3,2,5,5,4,4,0,0.0,neutral or dissatisfied
55434,14661,Female,disloyal Customer,27,Business travel,Eco Plus,112,3,3,3,3,3,3,2,3,2,5,5,3,2,3,49,40.0,neutral or dissatisfied
71354,26150,Female,Loyal Customer,42,Business travel,Eco,270,4,3,2,3,4,5,1,4,4,4,4,4,4,2,0,0.0,satisfied
71803,96579,Male,Loyal Customer,35,Personal Travel,Eco,333,1,4,1,4,2,1,2,2,3,4,4,3,4,2,9,0.0,neutral or dissatisfied
45439,88675,Female,Loyal Customer,9,Personal Travel,Eco,594,2,1,2,2,2,2,2,2,1,5,3,3,2,2,0,6.0,neutral or dissatisfied
79607,16312,Female,disloyal Customer,52,Business travel,Eco,628,2,0,2,3,5,2,4,5,5,3,4,4,4,5,0,0.0,neutral or dissatisfied
46888,111051,Female,Loyal Customer,52,Business travel,Business,3214,1,1,1,1,4,3,3,4,4,4,4,2,4,2,4,0.0,satisfied
24210,58823,Male,Loyal Customer,31,Personal Travel,Eco,1120,2,4,2,2,2,2,2,2,4,3,4,5,5,2,0,0.0,neutral or dissatisfied
53192,124283,Male,disloyal Customer,24,Business travel,Business,601,4,0,4,4,1,4,1,1,5,4,5,4,4,1,0,0.0,satisfied
81606,28858,Male,Loyal Customer,51,Business travel,Business,3433,5,5,5,5,4,5,4,5,5,5,5,4,5,2,0,0.0,satisfied
60433,18169,Female,Loyal Customer,45,Business travel,Business,2236,2,1,1,1,5,2,3,2,2,2,2,2,2,2,84,,neutral or dissatisfied
76991,41039,Male,Loyal Customer,55,Business travel,Business,2506,4,4,4,4,4,2,3,4,4,4,4,2,4,1,0,0.0,satisfied
57755,26877,Female,Loyal Customer,7,Business travel,Eco Plus,2329,2,5,5,5,2,2,4,2,3,3,3,3,4,2,0,0.0,neutral or dissatisfied
